"Number","ID.no","Core","Location","Proxy","Lat","Lon","Elevation","Reference","Resolution","Calibration.ref","Calibration","Foram.sp","Ref.14C","Notes","Geo.cluster","Archive.type"
41,"N41","MD97-2141","Sulu Sea","Mg/Ca",8.78333,121.2833,"-3633.000000","Rosenthal et al., 2003",77.8894472361809,"Rosenthal and Lohman, 2002","T = ln(MgCa/0.28)/0.095","G. ruber","de Garidel-Thoron et al., 2001, Paleoceanography",NA,"Sulu Sea","Marine sediment"
