"age.yr.bp","temperature","temperature.rescaled"
14205,-38.301994946621,-1.2216160110963
14206,-38.3010128128816,-1.221693404753
14207,-38.2907830003588,-1.22249952979156
14208,-38.2790211639107,-1.22342638068341
14209,-38.2672671369532,-1.22435261617534
14210,-38.2555131099956,-1.22527885166726
14211,-38.2437590830381,-1.22620508715918
14212,-38.2320050560806,-1.2271313226511
14213,-38.2202510291231,-1.22805755814302
14214,-38.2084970021656,-1.22898379363495
14215,-38.1967429752081,-1.22991002912687
14216,-38.1849889482506,-1.23083626461879
14217,-38.1732349212931,-1.23176250011071
14218,-38.1614808943356,-1.23268873560263
14219,-38.1497268673781,-1.23361497109456
14220,-38.1379728404206,-1.23454120658648
14221,-38.1262188134631,-1.2354674420784
14222,-38.1144647865056,-1.23639367757032
14223,-38.102710759548,-1.23731991306225
14224,-38.0909652579227,-1.23824547674482
14225,-38.0775473024182,-1.2393028323781
14226,-38.0540339978795,-1.24115571711921
14227,-38.0288482394617,-1.24314039381103
14228,-38.003671006376,-1.2451243986935
14229,-37.9784937732903,-1.24710840357596
14230,-37.9533165402046,-1.24909240845843
14231,-37.9281393071189,-1.2510764133409
14232,-37.9029620740332,-1.25306041822337
14233,-37.8777848409475,-1.25504442310584
14234,-37.8526076078618,-1.25702842798831
14235,-37.8274303747761,-1.25901243287078
14236,-37.8022531416904,-1.26099643775324
14237,-37.7770759086047,-1.26298044263571
14238,-37.751898675519,-1.26496444751818
14239,-37.7267214424334,-1.26694845240065
14240,-37.7015442093477,-1.26893245728312
14241,-37.676366976262,-1.27091646216559
14242,-37.6511897431763,-1.27290046704806
14243,-37.6260155457,-1.27488423271981
14244,-37.6002458386798,-1.27691492546408
14245,-37.5708814874225,-1.27922888173031
14246,-37.5409216266213,-1.28158976506905
14247,-37.5109648014295,-1.28395040919708
14248,-37.4810079762378,-1.28631105332511
14249,-37.451051151046,-1.28867169745314
14250,-37.4210943258542,-1.29103234158117
14251,-37.3911375006624,-1.2933929857092
14252,-37.3611806754706,-1.29575362983723
14253,-37.3312238502789,-1.29811427396525
14254,-37.3012670250871,-1.30047491809328
14255,-37.2713101998953,-1.30283556222131
14256,-37.2413533747035,-1.30519620634934
14257,-37.2113965495117,-1.30755685047737
14258,-37.1814397243199,-1.3099174946054
14259,-37.1514828991282,-1.31227813873343
14260,-37.1215324686874,-1.31463827894519
14261,-37.0903275503269,-1.31709727474404
14262,-37.0515502297808,-1.32015298753943
14263,-37.0115184213148,-1.32330755592191
14264,-36.9714930075999,-1.32646162038813
14265,-36.931467593885,-1.32961568485434
14266,-36.8914421801702,-1.33276974932056
14267,-36.8514167664553,-1.33592381378677
14268,-36.8113913527404,-1.33907787825298
14269,-36.7713659390255,-1.3422319427192
14270,-36.7313405253106,-1.34538600718541
14271,-36.6913151115957,-1.34854007165163
14272,-36.6512896978808,-1.35169413611784
14273,-36.6112642841659,-1.35484820058405
14274,-36.571238870451,-1.35800226505027
14275,-36.5312134567361,-1.36115632951648
14276,-36.4911880430213,-1.3643103939827
14277,-36.4511626293064,-1.36746445844891
14278,-36.4111372155915,-1.37061852291513
14279,-36.3711118018766,-1.37377258738134
14280,-36.3310824230054,-1.376926964308
14281,-36.2918309071962,-1.38002004442307
14282,-36.2572747669718,-1.38274312168462
14283,-36.2234964898093,-1.38540490213458
14284,-36.1897142474906,-1.38806699504499
14285,-36.1559320051718,-1.3907290879554
14286,-36.1221497628531,-1.39339118086581
14287,-36.0883675205344,-1.39605327377622
14288,-36.0545852782156,-1.39871536668663
14289,-36.0208030358969,-1.40137745959703
14290,-35.9870207935781,-1.40403955250744
14291,-35.9532385512594,-1.40670164541785
14292,-35.9194563089407,-1.40936373832826
14293,-35.8856740666219,-1.41202583123867
14294,-35.8518918243032,-1.41468792414908
14295,-35.8181095819844,-1.41735001705948
14296,-35.7843273396657,-1.42001210996989
14297,-35.750545097347,-1.4226742028803
14298,-35.7167714544064,-1.42533561814642
14299,-35.6813108316312,-1.42812997003099
14300,-35.6356671775286,-1.43172676052362
14301,-35.5883365435914,-1.4354564876347
14302,-35.5410145090323,-1.4391855371015
14303,-35.4936924744732,-1.44291458656829
14304,-35.4463704399142,-1.44664363603508
14305,-35.3990484053551,-1.45037268550187
14306,-35.3517263707961,-1.45410173496867
14307,-35.304404336237,-1.45783078443546
14308,-35.257082301678,-1.46155983390225
14309,-35.2097602671189,-1.46528888336905
14310,-35.1624382325598,-1.46901793283584
14311,-35.1151161980008,-1.47274698230263
14312,-35.0677941634417,-1.47647603176943
14313,-35.0204721288827,-1.48020508123622
14314,-34.9731500943236,-1.48393413070301
14315,-34.9258280597645,-1.48766318016981
14316,-34.8785060252055,-1.4913922296366
14317,-34.8311762152435,-1.49512189181716
14318,-34.7853717420661,-1.49873135510145
14319,-34.7487745824222,-1.50161526784797
14320,-34.7137027595629,-1.50437898169823
14321,-34.6786231613007,-1.50714330826224
14322,-34.6435435630384,-1.50990763482626
14323,-34.6084639647762,-1.51267196139028
14324,-34.573384366514,-1.5154362879543
14325,-34.5383047682518,-1.51820061451832
14326,-34.5032251699896,-1.52096494108234
14327,-34.4681455717273,-1.52372926764636
14328,-34.4330659734651,-1.52649359421038
14329,-34.3979863752029,-1.5292579207744
14330,-34.3629067769407,-1.53202224733842
14331,-34.3278271786784,-1.53478657390244
14332,-34.2927475804162,-1.53755090046646
14333,-34.2576504663821,-1.54031660730038
14334,-34.2259895024253,-1.5428115401971
14335,-34.2150699979488,-1.54367201402764
14336,-34.2075866435496,-1.54426171392097
14337,-34.2000857733786,-1.54485279408421
14338,-34.1925849032075,-1.54544387424745
14339,-34.1850840330365,-1.54603495441068
14340,-34.1775831628654,-1.54662603457392
14341,-34.1700822926944,-1.54721711473716
14342,-34.1625814225233,-1.54780819490039
14343,-34.1550805523523,-1.54839927506363
14344,-34.1475796821812,-1.54899035522687
14345,-34.1400788120101,-1.5495814353901
14346,-34.1325779418391,-1.55017251555334
14347,-34.125077071668,-1.55076359571658
14348,-34.117576201497,-1.55135467587981
14349,-34.1100753313259,-1.55194575604305
14350,-34.1025744611549,-1.55253683620629
14351,-34.0950678631596,-1.55312836773092
14352,-34.0886849189586,-1.55363135359979
14353,-34.0890846295071,-1.55359985579076
14354,-34.0906079938498,-1.55347981232596
14355,-34.0921256303683,-1.55336022022255
14356,-34.0936432668868,-1.55324062811915
14357,-34.0951609034054,-1.55312103601575
14358,-34.0966785399239,-1.55300144391235
14359,-34.0981961764424,-1.55288185180894
14360,-34.099713812961,-1.55276225970554
14361,-34.1012314494795,-1.55264266760214
14362,-34.102749085998,-1.55252307549874
14363,-34.1042667225165,-1.55240348339533
14364,-34.1057843590351,-1.55228389129193
14365,-34.1073019955536,-1.55216429918853
14366,-34.1088196320721,-1.55204470708513
14367,-34.1103372685906,-1.55192511498173
14368,-34.111863563263,-1.55180484060242
14369,-34.1116913478094,-1.55181841144635
14370,-34.1012665013119,-1.55263990546357
14371,-34.0891431446884,-1.55359524470402
14372,-34.0770284462188,-1.55454990166857
14373,-34.0649137477492,-1.55550455863312
14374,-34.0527990492796,-1.55645921559767
14375,-34.0406843508099,-1.55741387256223
14376,-34.0285696523403,-1.55836852952678
14377,-34.0164549538707,-1.55932318649133
14378,-34.004340255401,-1.56027784345588
14379,-33.9922255569314,-1.56123250042043
14380,-33.9801108584618,-1.56218715738498
14381,-33.9679961599922,-1.56314181434953
14382,-33.9558814615225,-1.56409647131408
14383,-33.9437542227118,-1.5650521164769
14384,-33.934087080676,-1.56581390221138
14385,-33.939269696778,-1.56540550405201
14386,-33.9469124096549,-1.56480324646431
14387,-33.9545425821908,-1.56420197707487
14388,-33.9621727547266,-1.56360070768543
14389,-33.9698029272624,-1.562999438296
14390,-33.9774330997983,-1.56239816890656
14391,-33.9850632723341,-1.56179689951712
14392,-33.9926934448699,-1.56119563012768
14393,-34.0003236174057,-1.56059436073824
14394,-34.0079537899416,-1.55999309134881
14395,-34.0155839624774,-1.55939182195937
14396,-34.0232141350132,-1.55879055256993
14397,-34.0308443075491,-1.55818928318049
14398,-34.0384744800849,-1.55758801379105
14399,-34.0461046526207,-1.55698674440162
14400,-34.0537297691273,-1.5563858734351
14401,-34.0623467503089,-1.55570684199911
14402,-34.0769508742241,-1.55455601446166
14403,-34.0925468628144,-1.55332702645472
14404,-34.1081377953754,-1.55209843687071
14405,-34.1237287279364,-1.55086984728671
14406,-34.1393196604973,-1.5496412577027
14407,-34.1549105930583,-1.54841266811869
14408,-34.1705015256193,-1.54718407853468
14409,-34.1860924581803,-1.54595548895067
14410,-34.2016833907413,-1.54472689936666
14411,-34.2172743233023,-1.54349830978265
14412,-34.2328652558633,-1.54226972019865
14413,-34.2484561884243,-1.54104113061464
14414,-34.2640471209852,-1.53981254103063
14415,-34.2796380535462,-1.53858395144662
14416,-34.2952289861072,-1.53735536186261
14417,-34.3108199186682,-1.5361267722786
14418,-34.3264296758794,-1.53489669928306
14419,-34.3383465142946,-1.53395763399662
14420,-34.3279719731583,-1.53477516387363
14421,-34.3139045132259,-1.53588370145974
14422,-34.2998558779437,-1.53699075563432
14423,-34.2858072426615,-1.5380978098089
14424,-34.2717586073794,-1.53920486398348
14425,-34.2577099720972,-1.54031191815805
14426,-34.243661336815,-1.54141897233263
14427,-34.2296127015328,-1.54252602650721
14428,-34.2155640662507,-1.54363308068179
14429,-34.2015154309685,-1.54474013485637
14430,-34.1874667956863,-1.54584718903094
14431,-34.1734181604042,-1.54695424320552
14432,-34.159369525122,-1.5480612973801
14433,-34.1453208898398,-1.54916835155468
14434,-34.1312722545577,-1.55027540572926
14435,-34.1172172729936,-1.55138296000066
14436,-34.1044072709346,-1.55239240796275
14437,-34.0991122758969,-1.55280966175596
14438,-34.0950622603642,-1.55312880923986
14439,-34.0910058985496,-1.55344845682058
14440,-34.0869495367351,-1.55376810440131
14441,-34.0828931749205,-1.55408775198203
14442,-34.078836813106,-1.55440739956275
14443,-34.0747804512914,-1.55472704714348
14444,-34.0707240894768,-1.5550466947242
14445,-34.0666677276623,-1.55536634230492
14446,-34.0626113658477,-1.55568598988565
14447,-34.0585550040332,-1.55600563746637
14448,-34.0544986422186,-1.55632528504709
14449,-34.050442280404,-1.55664493262782
14450,-34.0463859185895,-1.55696458020854
14451,-34.0423295567749,-1.55728422778926
14452,-34.0382731949604,-1.55760387536999
14453,-34.0342495384887,-1.55792094571914
14454,-34.023809923486,-1.5587436035174
14455,-33.9746419814609,-1.56261811334564
14456,-33.9190580809049,-1.566998210623
14457,-33.8635068856916,-1.57137573066878
14458,-33.8079556904784,-1.57575325071456
14459,-33.7524044952652,-1.58013077076035
14460,-33.696853300052,-1.58450829080613
14461,-33.6413021048388,-1.58888581085192
14462,-33.5857509096256,-1.5932633308977
14463,-33.5301997144124,-1.59764085094348
14464,-33.4746485191991,-1.60201837098927
14465,-33.4190973239859,-1.60639589103505
14466,-33.3635461287727,-1.61077341108083
14467,-33.3079949335595,-1.61515093112662
14468,-33.2524437383463,-1.6195284511724
14469,-33.1968804220606,-1.62390692637743
14470,-33.1436949526865,-1.6280980235705
14471,-33.1048627607468,-1.63115806031651
14472,-33.0684084157188,-1.63403071905056
14473,-33.0319419496183,-1.63690433294385
14474,-32.9954754835179,-1.63977794683715
14475,-32.9590090174174,-1.64265156073044
14476,-32.9225425513169,-1.64552517462374
14477,-32.8860760852164,-1.64839878851703
14478,-32.8496096191159,-1.65127240241033
14479,-32.8131431530154,-1.65414601630362
14480,-32.7766766869149,-1.65701963019692
14481,-32.7402102208144,-1.65989324409021
14482,-32.7037437547139,-1.66276685798351
14483,-32.6672772886134,-1.6656404718768
14484,-32.6308055893702,-1.66851449814983
14485,-32.5953604999611,-1.67130762598114
14486,-32.5661122837377,-1.6736124306272
14487,-32.5378906773485,-1.67583633683153
14488,-32.5096638378166,-1.67806065541561
14489,-32.4814369982847,-1.68028497399968
14490,-32.4532101587527,-1.68250929258375
14491,-32.4249833192208,-1.68473361116782
14492,-32.3967564796889,-1.68695792975189
14493,-32.368529640157,-1.68918224833596
14494,-32.340302800625,-1.69140656692003
14495,-32.3120759610931,-1.69363088550411
14496,-32.2838491215612,-1.69585520408818
14497,-32.2556222820293,-1.69807952267225
14498,-32.2273954424973,-1.70030384125632
14499,-32.1991662397934,-1.702528346062
14500,-32.1714006314747,-1.70471631891356
14501,-32.1464333945714,-1.70668377577228
14502,-32.1219297520533,-1.70861470067688
14503,-32.0974237463632,-1.71054581180309
14504,-32.0729177406731,-1.7124769229293
14505,-32.048411734983,-1.71440803405551
14506,-32.0239057292929,-1.71633914518172
14507,-31.9993997236028,-1.71827025630793
14508,-31.9748937179128,-1.72020136743414
14509,-31.9503877122227,-1.72213247856035
14510,-31.9258817065326,-1.72406358968655
14511,-31.9013757008425,-1.72599470081276
14512,-31.8768696951524,-1.72792581193897
14513,-31.8523636894623,-1.72985692306518
14514,-31.8278576837722,-1.73178803419139
14515,-31.8033311592081,-1.73372076223659
14516,-31.7828299171697,-1.73533629179706
14517,-31.7866262851083,-1.73503713213563
14518,-31.7944479355726,-1.73442077398947
14519,-31.8022490671629,-1.73380603276229
14520,-31.8100501987532,-1.73319129153512
14521,-31.8178513303435,-1.73257655030795
14522,-31.8256524619338,-1.73196180908077
14523,-31.8334535935241,-1.7313470678536
14524,-31.8412547251144,-1.73073232662643
14525,-31.8490558567047,-1.73011758539925
14526,-31.8568569882949,-1.72950284417208
14527,-31.8646581198852,-1.72888810294491
14528,-31.8724592514755,-1.72827336171774
14529,-31.8802603830658,-1.72765862049056
14530,-31.8880615146561,-1.72704387926339
14531,-31.8958813921343,-1.72642766083128
14532,-31.9000238019903,-1.72610123253188
14533,-31.8819680994369,-1.72752404980098
14534,-31.8602349292613,-1.7292366572028
14535,-31.8385205049737,-1.73094778739968
14536,-31.816806080686,-1.73265891759655
14537,-31.7950916563983,-1.73437004779343
14538,-31.7733772321106,-1.73608117799031
14539,-31.7516628078229,-1.73779230818719
14540,-31.7299483835353,-1.73950343838406
14541,-31.7082339592476,-1.74121456858094
14542,-31.6865195349599,-1.74292569877782
14543,-31.6648051106722,-1.7446368289747
14544,-31.6430906863845,-1.74634795917157
14545,-31.6213762620969,-1.74805908936845
14546,-31.5996618378092,-1.74977021956533
14547,-31.5779146418511,-1.75148393222049
14548,-31.562596416212,-1.75269103207754
14549,-31.5860850599954,-1.75084009064207
14550,-31.6160026740978,-1.74848253640849
14551,-31.6458875165298,-1.74612756463319
14552,-31.6757723589618,-1.74377259285789
14553,-31.7056572013938,-1.74141762108259
14554,-31.7355420438258,-1.7390626493073
14555,-31.7654268862579,-1.736707677532
14556,-31.7953117286899,-1.7343527057567
14557,-31.8251965711219,-1.7319977339814
14558,-31.8550814135539,-1.7296427622061
14559,-31.8849662559859,-1.7272877904308
14560,-31.9148510984179,-1.72493281865551
14561,-31.9447359408499,-1.72257784688021
14562,-31.9746207832819,-1.72022287510491
14563,-32.0045056257139,-1.71786790332961
14564,-32.0343788960023,-1.71551384345712
14565,-32.0665223272916,-1.71298089138887
14566,-32.1123690169815,-1.70936810137814
14567,-32.1604858676723,-1.70557641917165
14568,-32.2085911462195,-1.70178564886797
14569,-32.2566964247667,-1.69799487856428
14570,-32.3048017033139,-1.6942041082606
14571,-32.3529069818611,-1.69041333795692
14572,-32.4010122604083,-1.68662256765324
14573,-32.4491175389554,-1.68283179734955
14574,-32.4972228175026,-1.67904102704587
14575,-32.5453280960498,-1.67525025674219
14576,-32.593433374597,-1.67145948643851
14577,-32.6415386531442,-1.66766871613482
14578,-32.6896439316914,-1.66387794583114
14579,-32.7377726546747,-1.66008532806965
14580,-32.7813021740715,-1.65665513465957
14581,-32.7970697527257,-1.65541262509038
14582,-32.8082381277932,-1.6545325398726
14583,-32.8194299472969,-1.65365060719702
14584,-32.8306217668007,-1.65276867452144
14585,-32.8418135863044,-1.65188674184585
14586,-32.8530054058081,-1.65100480917027
14587,-32.8641972253118,-1.65012287649468
14588,-32.8753890448155,-1.6492409438191
14589,-32.8865808643192,-1.64835901114351
14590,-32.897772683823,-1.64747707846793
14591,-32.9089645033267,-1.64659514579234
14592,-32.9201563228304,-1.64571321311676
14593,-32.9313481423341,-1.64483128044117
14594,-32.9425399618378,-1.64394934776559
14595,-32.9537166097614,-1.64306861063397
14596,-32.9678695368142,-1.64195333810667
14597,-32.9999880275273,-1.63942235139437
14598,-33.0350827973697,-1.63665682928638
14599,-33.0701623956319,-1.63389250272236
14600,-33.1052419938941,-1.63112817615834
14601,-33.1403215921564,-1.62836384959432
14602,-33.1754011904186,-1.6255995230303
14603,-33.2104807886808,-1.62283519646628
14604,-33.245560386943,-1.62007086990226
14605,-33.2806399852053,-1.61730654333824
14606,-33.3157195834675,-1.61454221677423
14607,-33.3507991817297,-1.61177789021021
14608,-33.3858787799919,-1.60901356364619
14609,-33.4209583782541,-1.60624923708217
14610,-33.4560379765164,-1.60348491051815
14611,-33.49110510149,-1.60072156686855
14612,-33.5286191692395,-1.59776540034608
14613,-33.5809035943055,-1.59364530683719
14614,-33.6356349621475,-1.58933239045544
14615,-33.6903538567009,-1.5850204569881
14616,-33.7450727512542,-1.58070852352076
14617,-33.7997916458076,-1.57639659005343
14618,-33.8545105403609,-1.57208465658609
14619,-33.9092294349143,-1.56777272311875
14620,-33.9639483294676,-1.56346078965141
14621,-34.018667224021,-1.55914885618408
14622,-34.0733861185743,-1.55483692271674
14623,-34.1281050131277,-1.5505249892494
14624,-34.182823907681,-1.54621305578207
14625,-34.2375428022344,-1.54190112231473
14626,-34.2922616967877,-1.53758918884739
14627,-34.3469805913411,-1.53327725538006
14628,-34.4016835027765,-1.52896658140712
14629,-34.4595218964591,-1.52440882658673
14630,-34.5362868435561,-1.51835963010336
14631,-34.6161872729003,-1.51206335277254
14632,-34.6960717191266,-1.50576833493611
14633,-34.7759561653528,-1.49947331709969
14634,-34.8558406115791,-1.49317829926327
14635,-34.9357250578054,-1.48688328142684
14636,-35.0156095040317,-1.48058826359042
14637,-35.0954939502579,-1.47429324575399
14638,-35.1753783964842,-1.46799822791757
14639,-35.2552628427105,-1.46170321008115
14640,-35.3351472889368,-1.45540819224472
14641,-35.415031735163,-1.4491131744083
14642,-35.4949161813893,-1.44281815657188
14643,-35.5748006276156,-1.43652313873545
14644,-35.6546850738418,-1.43022812089903
14645,-35.7345695200681,-1.4239331030626
14646,-35.8144539662944,-1.41763808522618
14647,-35.8943114364128,-1.41134519314875
14648,-35.9794609345102,-1.40463528108693
14649,-36.0965544343019,-1.39540813231719
14650,-36.2189399620726,-1.38576396356306
14651,-36.3412985137354,-1.37612192056792
14652,-36.4636570653983,-1.36647987757278
14653,-36.5860156170611,-1.35683783457764
14654,-36.708374168724,-1.3471957915825
14655,-36.8307327203868,-1.33755374858736
14656,-36.9530912720496,-1.32791170559223
14657,-37.0754498237125,-1.31826966259709
14658,-37.1978083753753,-1.30862761960195
14659,-37.3201669270382,-1.29898557660681
14660,-37.442525478701,-1.28934353361167
14661,-37.5648840303638,-1.27970149061653
14662,-37.6872425820267,-1.27005944762139
14663,-37.8096011336895,-1.26041740462626
14664,-37.9319596853524,-1.25077536163112
14665,-38.0543182370152,-1.24113331863598
14666,-38.176676788678,-1.23149127564084
14667,-38.2990353403409,-1.2218492326457
14668,-38.4213851493219,-1.2122078785874
14669,-38.5454500506647,-1.20243137260006
14670,-38.6798676775646,-1.19183905583707
14671,-38.8160003968262,-1.18111158714504
14672,-38.952124373406,-1.17038480738984
14673,-39.0882483499858,-1.15965802763465
14674,-39.2243723265656,-1.14893124787946
14675,-39.3604963031454,-1.13820446812426
14676,-39.4966202797252,-1.12747768836907
14677,-39.632744256305,-1.11675090861388
14678,-39.7688682328848,-1.10602412885868
14679,-39.9049922094646,-1.09529734910349
14680,-40.0411161860444,-1.0845705693483
14681,-40.1772401626242,-1.0738437895931
14682,-40.313364139204,-1.06311700983791
14683,-40.4494881157839,-1.05239023008272
14684,-40.5856120923637,-1.04166345032752
14685,-40.7217360689435,-1.03093667057233
14686,-40.8578600455233,-1.02020989081714
14687,-40.9940241491725,-1.00947994898685
14688,-41.1223163398211,-0.999370326068276
14689,-41.2030916988831,-0.993005102923354
14690,-41.2759951449443,-0.987260198690152
14691,-41.348938718075,-0.981512132381855
14692,-41.4218822912057,-0.975764066073558
14693,-41.4948258643364,-0.97001599976526
14694,-41.5677694374671,-0.964267933456963
14695,-41.6407130105978,-0.958519867148666
14696,-41.7136565837285,-0.952771800840368
14697,-41.7866001568592,-0.947023734532071
14698,-41.8595437299899,-0.941275668223774
14699,-41.9324873031206,-0.935527601915476
14700,-42.0054308762513,-0.929779535607179
14701,-42.078374449382,-0.924031469298882
14702,-42.1513180225127,-0.918283402990584
14703,-42.2242615956434,-0.912535336682287
14704,-42.2972051687741,-0.90678727037399
14705,-42.3701487419048,-0.901039204065693
14706,-42.4430923150355,-0.895291137757395
14707,-42.5160358881662,-0.889543071449098
14708,-42.5889794612969,-0.8837950051408
14709,-42.6619230344276,-0.878046938832503
14710,-42.7348874207629,-0.872297232411511
14711,-42.8037687843838,-0.866869274491364
14712,-42.8480040038374,-0.863383470826027
14713,-42.8881562005766,-0.860219415661535
14714,-42.9283292105204,-0.85705372038435
14715,-42.9685022204642,-0.853888025107164
14716,-43.0086752304081,-0.850722329829978
14717,-43.0488482403519,-0.847556634552792
14718,-43.0890212502957,-0.844390939275607
14719,-43.1291942602395,-0.841225243998421
14720,-43.1693672701833,-0.838059548721235
14721,-43.2095402801271,-0.83489385344405
14722,-43.2497132900709,-0.831728158166864
14723,-43.2898863000147,-0.828562462889678
14724,-43.3300593099585,-0.825396767612492
14725,-43.3702323199023,-0.822231072335307
14726,-43.4104053298461,-0.819065377058121
14727,-43.45057833979,-0.815899681780935
14728,-43.4907513497338,-0.812733986503749
14729,-43.5309243596776,-0.809568291226564
14730,-43.5710973696214,-0.806402595949378
14731,-43.6112703795652,-0.803236900672193
14732,-43.651443389509,-0.800071205395007
14733,-43.6916163994528,-0.796905510117821
14734,-43.7317894093966,-0.793739814840635
14735,-43.7719624193404,-0.790574119563449
14736,-43.8121354292842,-0.787408424286264
14737,-43.852308439228,-0.784242729009079
14738,-43.8924814491719,-0.781077033731892
14739,-43.9326544591157,-0.777911338454707
14740,-43.9728274690595,-0.774745643177521
14741,-44.0130004790033,-0.771579947900335
14742,-44.0531734889471,-0.768414252623149
14743,-44.0933464988909,-0.765248557345964
14744,-44.1335195088347,-0.762082862068778
14745,-44.1736925187785,-0.758917166791592
14746,-44.2138655287223,-0.755751471514407
14747,-44.2540385386661,-0.75258577623722
14748,-44.2942323651777,-0.749418440582318
14749,-44.3303425092068,-0.746572905419002
14750,-44.341802526544,-0.745669838339596
14751,-44.3491788613987,-0.745088571751779
14752,-44.3565760128212,-0.744505664786245
14753,-44.3639731642436,-0.74392275782071
14754,-44.3713703156661,-0.743339850855175
14755,-44.3787674670886,-0.742756943889641
14756,-44.386164618511,-0.742174036924106
14757,-44.3935617699335,-0.741591129958572
14758,-44.400958921356,-0.741008222993037
14759,-44.4083560727785,-0.740425316027503
14760,-44.4157532242009,-0.739842409061968
14761,-44.4231503756234,-0.739259502096433
14762,-44.4305475270459,-0.738676595130899
14763,-44.4379446784683,-0.738093688165365
14764,-44.4453418298908,-0.73751078119983
14765,-44.4527389813133,-0.736927874234296
14766,-44.4601361327357,-0.736344967268761
14767,-44.4675332841582,-0.735762060303227
14768,-44.4749304355807,-0.735179153337692
14769,-44.4823275870031,-0.734596246372158
14770,-44.4897247384256,-0.734013339406623
14771,-44.4971218898481,-0.733430432441088
14772,-44.5045190412705,-0.732847525475554
14773,-44.511916192693,-0.732264618510019
14774,-44.5193133441155,-0.731681711544485
14775,-44.5267104955379,-0.73109880457895
14776,-44.5341076469604,-0.730515897613416
14777,-44.5415047983829,-0.729932990647881
14778,-44.5489019498053,-0.729350083682346
14779,-44.5562991012278,-0.728767176716812
14780,-44.5636962526503,-0.728184269751277
14781,-44.5710934040727,-0.727601362785743
14782,-44.5784905554952,-0.727018455820208
14783,-44.5858877069177,-0.726435548854674
14784,-44.5932848583402,-0.725852641889139
14785,-44.6006820097626,-0.725269734923605
14786,-44.6080791611851,-0.724686827958071
14787,-44.6154794976582,-0.724103670005621
14788,-44.6222550079981,-0.723569749318238
14789,-44.6252589118503,-0.723333037051687
14790,-44.6276379895692,-0.723145562050202
14791,-44.6300202523388,-0.722957836061802
14792,-44.6324025151084,-0.722770110073403
14793,-44.634784777878,-0.722582384085003
14794,-44.6371670406475,-0.722394658096604
14795,-44.6395493034171,-0.722206932108204
14796,-44.6419315661867,-0.722019206119804
14797,-44.6443138289563,-0.721831480131405
14798,-44.6466960917259,-0.721643754143005
14799,-44.6490783544955,-0.721456028154606
14800,-44.651460617265,-0.721268302166206
14801,-44.6538428800346,-0.721080576177806
14802,-44.6562251428042,-0.720892850189407
14803,-44.6586074055738,-0.720705124201008
14804,-44.6609896683434,-0.720517398212608
14805,-44.663371931113,-0.720329672224208
14806,-44.6657541938825,-0.720141946235809
14807,-44.6681364566521,-0.719954220247409
14808,-44.6705187194217,-0.719766494259009
14809,-44.6729009821913,-0.71957876827061
14810,-44.6752832449609,-0.71939104228221
14811,-44.6776655077305,-0.719203316293811
14812,-44.6800477705,-0.719015590305411
14813,-44.6824300332696,-0.718827864317011
14814,-44.6848122960392,-0.718640138328612
14815,-44.6871945588088,-0.718452412340213
14816,-44.6895768215784,-0.718264686351813
14817,-44.691959084348,-0.718076960363413
14818,-44.6943413471176,-0.717889234375014
14819,-44.6967236098871,-0.717701508386614
14820,-44.6991058726567,-0.717513782398214
14821,-44.7014881354263,-0.717326056409815
14822,-44.7038703981959,-0.717138330421415
14823,-44.7062548630305,-0.71695043090689
14824,-44.7082073385784,-0.716796572815859
14825,-44.707552218974,-0.716848197253279
14826,-44.7064651100829,-0.716933863114193
14827,-44.7053802032568,-0.717019355448982
14828,-44.7042952964307,-0.71710484778377
14829,-44.7032103896045,-0.717190340118558
14830,-44.7021254827785,-0.717275832453346
14831,-44.7010405759524,-0.717361324788135
14832,-44.6999556691263,-0.717446817122923
14833,-44.6988707623002,-0.717532309457711
14834,-44.697785855474,-0.7176178017925
14835,-44.696700948648,-0.717703294127289
14836,-44.6956160418219,-0.717788786462077
14837,-44.6945311349957,-0.717874278796865
14838,-44.6934462281696,-0.717959771131654
14839,-44.6923613213435,-0.718045263466442
14840,-44.6912764145174,-0.71813075580123
14841,-44.6901915076913,-0.718216248136019
14842,-44.6891066008652,-0.718301740470807
14843,-44.6880216940391,-0.718387232805595
14844,-44.686936787213,-0.718472725140384
14845,-44.6858518803869,-0.718558217475173
14846,-44.6847669735608,-0.718643709809961
14847,-44.6836820667347,-0.718729202144749
14848,-44.6825971599086,-0.718814694479538
14849,-44.6815122530825,-0.718900186814326
14850,-44.6804273462564,-0.718985679149114
14851,-44.6793424394303,-0.719071171483903
14852,-44.6782575326042,-0.719156663818692
14853,-44.6771726257781,-0.71924215615348
14854,-44.676087718952,-0.719327648488268
14855,-44.6750028121259,-0.719413140823057
14856,-44.6739179052998,-0.719498633157844
14857,-44.6728329984737,-0.719584125492633
14858,-44.6717480916476,-0.719669617827421
14859,-44.6706558038097,-0.719755691797353
14860,-44.6710114832417,-0.719727663708351
14861,-44.6801074545069,-0.719010887113423
14862,-44.690651393042,-0.718180008459562
14863,-44.7011879505653,-0.717349711440844
14864,-44.7117245080886,-0.716519414422126
14865,-44.7222610656119,-0.715689117403407
14866,-44.7327976231352,-0.714858820384689
14867,-44.7433341806585,-0.714028523365971
14868,-44.7538707381818,-0.713198226347252
14869,-44.7644072957051,-0.712367929328534
14870,-44.7749438532284,-0.711537632309816
14871,-44.7854804107517,-0.710707335291097
14872,-44.7960169682749,-0.70987703827238
